Categoria-1,Ref,OLDVSCORE,RS,RAWQP,QP,MediaGrezza,Valutazione,Anno,Produttore,Nome,Denominazione,Menzioni,Classificazione,Regione,PunteggioMedio,ValutazioneAIS,AIS,ValutazioneGR,GR,Tipologia,Prezzo,Composizione,Alcol,Bottiglie,Abbinamento,Affinamento,Descrizione,Note,PunteggioGuida3,PunteggioGuida4,PunteggioGuida5,PunteggioGuida6,PunteggioGuida7,Nazione,Entry,Millesimo,Tecnica,Zucchero
,0000615,,,,,,3,2015,Coletti Conti,Cesanese Del Piglio Hernicus,Cesanese Del Piglio,,DOCG,Lazio,86,,86,,na,Rosso fermo,10-14,Cesanese d'affile 100%,14,25k,Pecorino di fossa,15 mesi in barrique e cemento,"Rosso rubino vivo. ll naso spazia tra ciliegia sotto spirito, amarena candita e rosa canina. Deciso accenno speziato al pepe bianco e ai chiodi di garofano, e ricordi di sottobosco. Sorso bilanciato, con tannini eleganti. Fresco nonostante l'accentuata dotazione calorica.",,na,na,na,na,na,Italia,2,,,
,0000615-1,0.68,4,0.32,5,3.0,3★,,Coletti Conti,Cesanese Del Piglio Hernicus,Cesanese Del Piglio,,DOCG,Lazio,na,,na,,na,Rosso fermo,10-14,Cesanese d'affile 100%,14,12k,Carrè di maiale arrosto – Pecorino di fossa,12-15 mesi in barrique e cemento,,,na,na,na,na,na,Italia,1,,,
,0000616,,,,,,3,2016,Casale Marchese,Frascati Superiore,Frascati Superiore,,DOCG,Lazio,85,,85,,na,Bianco fermo,5-9,Malvasia puntinata 70% – Trebbiano toscano 20% – Bellone 10%,13,120k,Polpo alla piastra su crema di cannellini,6 mesi in acciaio,"Paglierino con riflessi verdolini. Esordio originale con sentori minerali in primo piano, seguiti da erbe aromatiche, cenni di pesca bianca e sbuffi floreali di glicine. Di grande impatto al palato, con sapidità e freschezza in evidenza che invogliano al riassaggio. Discreta persistenza, con una scia salina nel finale.",,na,na,na,na,na,Italia,2,,,
,0000616,,,,,,3,2018,Casale Marchese,Frascati Superiore,Frascati Superiore,,DOCG,Lazio,85,,85,,na,Bianco fermo,5-9,Malvasia puntinata 70% – Trebbiano toscano 20% – Bellone 10%,13,12k,Linguine allo scoglio,4 mesi in acciaio,"Giallo paglierino. Profilo olfattivo dominato  dai fiori bianchi di campo, con acacia e biancospino, poi agrumi, pesca bianca e nespola; a concludere mentuccia e salvia. Al gusto è abbastanza equilibrato; emergono l'acidità e la sapidità, che invitano a un nuovo sorso; finale ammandorlato. ",,na,na,na,na,na,Italia,2,,,
,0000616,,,,,,3,2019,Casale Marchese,Frascati Superiore,Frascati Superiore,,DOCG,Lazio,86,,86,,na,Bianco fermo,5-9,Malvasia puntinata 70% – Trebbiano toscano 20% – Bellone 10%,13.5,120k,Paccheri allo scoglio,4 mesi in acciaio,"Paglierino con riflessi dorati. Nitidi ricordi di scorza di limone, susina gialla, camomilla, finocchietto e zafferano si distendono su un sottofondo minerale. Il sorso è avvolgente, slanciato da una vivace freschezza agrumata e arricchito da gradevoli note saline e rimandi retrolfattivi pienamente coerenti. ",,na,na,na,na,na,Italia,2,,,
,0000616,,,,,,4,2020,Casale Marchese,Frascati Superiore,Frascati Superiore,,DOCG,Lazio,89,,89,,na,Bianco fermo,5-9,Malvasia puntinata 70% – Trebbiano toscano 20% – Bellone 5% – Bombino bianco 5%,13.5,120k,Cosciotto di faraona con patate in camicia,2 mesi in acciaio,"Giallo paglierino brillante. Preludio mentolato per un'espressio- ne olfattiva con richiami di frutta bianca e anice stellato su uno sfondo agrumato. In bocca è croccante, sorretto da buona spalla acida e da una briosa sapidità. Durevolezza su ritorni di erbe aro- matiche.",,na,na,na,na,na,Italia,2,,,
,0000616-1,2.02,20,2.80,49,3.3,3★-4★,,Casale Marchese,Frascati Superiore,Frascati Superiore,,DOCG,Lazio,na,,na,,na,Bianco fermo,5-9,Malvasia puntinata – Trebbiano toscano – Bellone – Bombino bianco,13.5,12k-120k,Polpo alla piastra su crema di cannellini – Linguine allo scoglio – Paccheri allo scoglio – Cosciotto di faraona con patate in camicia,2-4 mesi in acciaio,,,na,na,na,na,na,Italia,1,,,
,0000617,,,,,,3,2018,Casale Marchese,Frascati Superiore Quarto Marchese,Frascati Superiore,,DOCG,Lazio,85,,85,,na,Bianco fermo,15-19,Malvasia puntinata 70% – Trebbiano toscano 20% – Bellone 5% – Bombino bianco 5%,13.5,6k,Sarago alla griglia,4 mesi in acciaio,"Paglierino tendente al dorato, luminosissimo e consistente. Ouverture di profumi tropicali, con ananas e mango in evidenza, accompagnati da raffinate nuance di ginestra e intriganti tracce di erbe aromatiche, zenzero e pepe bianco. Sorso opulento, vellutato, cui la freschezza  e la sapidità fanno da giusto ed equilibrato contraltare; finale lungo, con gradevole ritorno fruttato. ",,na,na,na,na,na,Italia,2,,,
,0000617,,,,,,3,2019,Casale Marchese,Frascati Superiore Quarto Marchese,Frascati Superiore,,DOCG,Lazio,86,,86,,na,Bianco fermo,10-14,Malvasia puntinata 70% – Trebbiano toscano 20% – Bellone 5% – Bombino bianco 5%,13.5,5k,Patate e funghi porcini,4 mesi in acciaio,"Paglierino con riflessi oro. l'espressione olfattiva richiama fiori gialli, propoli ed erbe balsamiche, che lentamente si intrecciano  con nuance di nocciola, mela cotogna e una delicata speziatura. I| palato mostra una decisa componente sapida e un allungo aromatico su toni ammandorlati.",,na,na,na,na,na,Italia,2,,,
,0000617,,,,,,3,2020,Casale Marchese,Frascati Superiore Quarto Marchese,Frascati Superiore,,DOCG,Lazio,86,,86,,na,Bianco fermo,10-14,Malvasia puntinata 70% – Trebbiano toscano 20% – Bellone 5% – Bombino bianco 5%,13.5,5k,nd,3 mesi in acciaio,,,na,na,na,na,na,Italia,2,,,
,0000617-1,1.02,10,0.82,14,3.0,3★,,Casale Marchese,Frascati Superiore Quarto Marchese,Frascati Superiore,,DOCG,Lazio,na,,na,,na,Bianco fermo,10-14,Malvasia puntinata 70% – Trebbiano toscano 20% – Bellone 5% – Bombino bianco 5%,13.5,5k-6k,Polpo alla piastra su crema di cannellini – Linguine allo scoglio – Paccheri allo scoglio – Cosciotto di faraona con patate in camicia – Sarago alla griglia – Patate e funghi porcini – nd,3-4 mesi in acciaio,,,na,na,na,na,na,Italia,1,,,
,0000618,,,,,,2,2019,Casale Vallechiesa,Frascati Superiore Heredio,Frascati Superiore,,DOCG,Lazio,84,,84,,na,Bianco fermo,15-19,Malvasia puntinata 70% – Bombino bianco 15% – Greco 15%,13.5,20k,nd,-,,,na,na,na,na,na,Italia,2,,,
,0000618,,,,,,3,2020,Casale Vallechiesa,Frascati Superiore Heredio,Frascati Superiore,,DOCG,Lazio,86,,86,,na,Bianco fermo,15-19,Malvasia puntinata 70% – Bombino bianco 15% – Greco 15%,13.5,20k,Peperoni imbottiti al pollo,-,"Paglierino vivido. Immediate sensazioni di frutta a polpa gialla si aprono a cenni di susina, pesca, melone, fiori gialli di ginestra ed erbe di campo. Mandorla fresca e sbuffi minerali a chiudere. Sor- so pieno con una giusta dotazione alcolica smorzata dalla viva- ce freschezza. Finale ammandorlato.",,na,na,na,na,na,Italia,2,,,
,0000618-1,0.45,4,0.26,5,2.5,2★-3★,,Casale Vallechiesa,Frascati Superiore Heredio,Frascati Superiore,,DOCG,Lazio,na,,na,,na,Bianco fermo,15-19,Malvasia puntinata 70% – Bombino bianco 15% – Greco 15%,13.5,20k,Peperoni imbottiti al pollo,-,,,na,na,na,na,na,Italia,1,,,
,0000619,,,,,,3,2015,Castel De Paolis,Frascati Superiore,Frascati Superiore,,DOCG,Lazio,86,,86,,na,Bianco fermo,10-14,Malvasia puntinata 70% – Altri,14,12k,nd,6 mesi in acciaio sui lieviti,,,na,na,na,na,na,Italia,2,,,
,0000619,,,,,,3,2016,Castel De Paolis,Frascati Superiore,Frascati Superiore,,DOCG,Lazio,87,,87,,na,Bianco fermo,10-14,Malvasia puntinata 70% – Altri,14,16k,nd,6 mesi in acciaio sui lieviti,,,na,na,na,na,na,Italia,2,,,
,0000619,,,,,,5,2019,Castel De Paolis,Frascati Superiore,Frascati Superiore,,DOCG,Lazio,91,,91,,na,Bianco fermo,15-19,Malvasia puntinata 70% – Altri,14,12k,Linguine all'astice,6 mesi in acciaio sui lieviti,"Nobile e scintillante veste giallo paglierino con riverberi dorati. Il bouquet variegato traccia un quadro dagli immediati sentori di melissa, fiori di genziana e camomilla, frutta a polpa gialla, susina, nespola, mango e agrumi; aleggiano sentori minerali su un finale di erbe aromatiche. AI palato è avvolgente, morbido e suadente, in pregevole equilibrio con l'energica freschezza e la spiccata sapidità. Lunga chiusura dai rimandi fruttati. ",,na,na,na,na,na,Italia,2,,,
,0000619,,,,,,5,2020,Castel De Paolis,Frascati Superiore,Frascati Superiore,,DOCG,Lazio,92,,92,,na,Bianco fermo,15-19,Malvasia puntinata 70% – Altri,14,12k,Filetto di sgombro con cipolle e capperi,6 mesi in acciaio sui lieviti,"Lucente veste giallo paglierino. Un corteo di ananas, papaia e frutto della passione si fonde ad agrumi, mandarino e cedro. L’eu- calipto s’arricchisce di un finissimo floreale di rosa e ginestra. Assaggio equilibrato, fresco e sapido, invitante. Aromi di armel- lina allungano la beva.",,na,na,na,na,na,Italia,2,,,
,0000619-1,6.64,65,3.80,67,4.0,3★-5★,,Castel De Paolis,Frascati Superiore,Frascati Superiore,,DOCG,Lazio,na,,na,,na,Bianco fermo,15-19,Malvasia puntinata 70% – Altri,14,12k-16k,Linguine all'astice – Filetto di sgombro con cipolle e capperi,6 mesi in acciaio sui lieviti,,,na,na,na,na,na,Italia,1,,,
,0000620,,,,,,3,2015,De Sanctis,Frascati Superiore Abelos,Frascati Superiore,,DOCG,Lazio,86,,86,,na,Bianco fermo,10-14,Malvasia puntinata 80% – Bombino bianco 20%,13.5,10k,Timballo pasticciato di carciofi,4 mesi in acciaio con permanenza sui lieviti,"Giallo paglierino intenso e consistente. Si apre con una decisa sensazione floreale di fiori gialli, sambuco e ginestra, subito seguiti dalle caratteristiche note minerali della pietra focaia e del gesso. L'assaggio esprime un gradevole equilibrio gustativo, aiutato da una decisa vena acida e caratterizzato da buona sapidità Persistenza decisamente lunga. I",,na,na,na,na,na,Italia,2,,,
,0000620,,,,,,3,2016,De Sanctis,Frascati Superiore Abelos,Frascati Superiore,,DOCG,Lazio,86,,86,,na,Bianco fermo,10-14,Malvasia puntinata 80% – Bombino bianco 20%,13.5,15k,Coccio di polpo patate e capperi,6 mesi in acciaio con permanenza sui lieviti,"Giallo paglierino con riflessi dorati. Sensazioni floreali decise e nitide, di gelsomino e sambuco, con una suadenza accennata che ricorda il miele di tiglio e la camomilla, insieme all'alloro essiccato. Pieno e ricco al palato, agrumato, appagante. Equilibrio gustativo valorizzato da freschezza e mineralità, che ricordano l'energia vibrante della pietra focaia. ",,na,na,na,na,na,Italia,2,,,
,0000620,,,,,,3,2017,De Sanctis,Frascati Superiore Abelos,Frascati Superiore,,DOCG,Lazio,88,,88,,na,Bianco fermo,10-14,Malvasia puntinata 80% – Bombino bianco 20%,14,15k,Zuppa di pesce alla marsigliese,6 mesi in acciaio con permanenza sui lieviti,"Giallo dorato luminoso. Intenso bouquet aromatico, determinato da una spiccata florealità di fiori di tiglio e magnolia, sentori minerali, poi pompelmo, pino silvestre e una scia di infuso di tiglio. Al gusto è pieno ed equilibrato, con una gradevole vena sapida che ne prolunga la persistenza. ",,na,na,na,na,na,Italia,2,,,
,0000620,,,,,,5,2018,De Sanctis,Frascati Superiore Abelos,Frascati Superiore,,DOCG,Lazio,92,,92,,na,Bianco fermo,10-14,Malvasia puntinata 80% – Bombino bianco 20%,13,15k,Tonno con pesto di pistacchi e capperi,6 mesi in acciaio con permanenza sui lieviti,"Ricco già nel colore, paglierino intenso di buona consistenza. Stuzzica il naso con profumi avvolgenti e intriganti, con presenze di elicriso, fiori di sambuco e gelsomino, camomilla e miele, a cui seguono toni fruttati di melone e agrumi, con cenni di timo, salvia e una tenue traccia di pietra focaia. Suadente e morbido al palato, si distingue per l'equilibrio, la piacevole freschezza e una sapidità vibrante; decisa persistenza minerale.",,na,na,na,na,na,Italia,2,,,
,0000620,,,,,,5,2019,De Sanctis,Frascati Superiore Abelos,Frascati Superiore,,DOCG,Lazio,92,,92,,na,Bianco fermo,10-14,Malvasia puntinata 80% – Bombino bianco 20%,13,10k,"Spaghetti cozze, vongole e pomodorini",6 mesi in acciaio con permanenza sui lieviti,"Paglierino intenso e scintillante. Il corredo olfattivo è un concentrato di profumi: inizia con melone, pesca gialla, papaia, gelsomino  e camomilla; seguono fresche sfumature  di mandarino cinese, timo, salvia e miele millefiori. Sul fondo un deciso timbro minerale. Succoso e saporito il palato, sostenuto da una vibrante freschezza e sapidità che creano un perfetto e appagante equilibrio con il tenore alcolico. Interminabile e armonioso il finale, che non lascia indifferenti, con echi olfattivi e guizzi minerali. ",,na,na,na,na,na,Italia,2,,,
,0000620,,,,,,5,2020,De Sanctis,Frascati Superiore Abelos,Frascati Superiore,,DOCG,Lazio,93,,93,,na,Bianco fermo,15-19,Malvasia puntinata 80% – Bombino bianco 20%,14,16k,Tonno in crosta,6 mesi in acciaio con permanenza sui lieviti,"Oro lucente. Mimosa, mango e nespola stuzzicano l'olfatto. Con grazia emerge il tocco minerale accompagnato da mandorla verde, rosa gialla e lontani cenni di salvia e timo. Sorso saporito, morbido e in perfetto equilibrio con la briosa vena fresco-sapida. Invita al riassaggio, interminabile la chiusura.",,na,na,na,na,na,Italia,2,,,
,0000620-1,9.96,97,5.70,100,4.0,3★-5★,,De Sanctis,Frascati Superiore Abelos,Frascati Superiore,,DOCG,Lazio,na,,na,,na,Bianco fermo,15-19,Malvasia puntinata 80% – Bombino bianco 20%,14,10k-16k,"Timballo pasticciato di carciofi – Coccio di polpo patate e capperi – Zuppa di pesce alla marsigliese – Tonno con pesto di pistacchi e capperi – Spaghetti cozze, vongole e pomodorini – Tonno in crosta",4-6 mesi in acciaio con permanenza sui lieviti,,,na,na,na,na,na,Italia,1,,,
,0000621,,,,,,3,2015,De Sanctis,Frascati Superiore Riserva Amacos,Frascati Superiore,Riserva,DOCG,Lazio,86,,86,,na,Bianco fermo,10-14,Malvasia puntinata 80% – Bombino bianco 20%,13.5,4k,Faraona ripiena al forno,12 mesi in acciaio e barrique,"Oro intenso e brillante. | profumi floreali si intrecciano a zafferano e a ricordi speziati di vaniglia. Equilibrato in bocca, di solida struttura, che esprime frutta matura e miele. L'assaggio  è avvolgente, sostenuto da una giusta dose  di freschezza.",,na,na,na,na,na,Italia,2,,,
,0000621,,,,,,3,2016,De Sanctis,Frascati Superiore Riserva Amacos,Frascati Superiore,Riserva,DOCG,Lazio,86,,86,,na,Bianco fermo,10-14,Malvasia puntinata 80% – Bombino bianco 20%,13.5,4k,Pollo con peperoni in agrodolce,12 mesi in acciaio e barrique,"Colore dell'oro antico. L'olfatto è intenso, con richiami di miele e vaniglia, frutta matura  e candita, resina di pino e un sottofondo  di salamoia. Morbido e sapido, è un vino equilibrato e di grande persistenza. Finale ammandorlato. ",,na,na,na,na,na,Italia,2,,,
,0000621,,,,,,3,2018,De Sanctis,Frascati Superiore Riserva Amacos,Frascati Superiore,Riserva,DOCG,Lazio,87,,87,,na,Bianco fermo,20-24,Malvasia puntinata 80% – Bombino bianco 20%,13,3k,Cartoccio di coregone allo zenzero,12 mesi in acciaio e barrique,"Giallo paglierino con riflessi dorati. Ventaglio olfattivo invitante con sentori erbacei, ginestra, pompelmo, pesca bianca, cardamomo e una punta di selce; chiude con miele d'arancio e tratti lievernente vanigliati. In bocca emerge una inebriante scia aromatica di menta e salvia, finale lievemente ammandorlato.",,na,na,na,na,na,Italia,2,,,
,0000621-1,1.02,10,0.45,8,3.0,3★,,De Sanctis,Frascati Superiore Riserva Amacos,Frascati Superiore,Riserva,DOCG,Lazio,na,,na,,na,Bianco fermo,20-24,Malvasia puntinata 80% – Bombino bianco 20%,13,3k-4k,Faraona ripiena al forno – Pollo con peperoni in agrodolce – Cartoccio di coregone allo zenzero,12 mesi in acciaio e barrique,,,na,na,na,na,na,Italia,1,,,
,0000622,,,,,,4,2015,Fontana Candida,Frascati Superiore Riserva Luna Mater,Frascati Superiore,Riserva,DOCG,Lazio,90,,90,,na,Bianco fermo,15-19,Malvasia bianca di Candia 50% – Malvasia puntinata 30% – Bombino bianco 10% – Greco 10%,14.5,6k,Capesante allo zafferano,12 mesi in acciaio e botte,"Dalla prima annata prodotta sono passati dieci anni per questo vino destinato da  subito a riqualificare il Frascati e i suoi vitigni e per questo basato sulla selezione dei migliori grappoli da vigneti di cinquant'anni. Giallo paglierino con vivi riflessi dorati. La composizione olfattiva esprime raffinata mineralità, con sensazioni di frutta tropicale ed erbe aromatiche a formare il contorno.  La bocca è ricca, piena e appagante in quest'annata di particolare freschezza. Gli agrumi e la componente minerale tornano nel durevole finale gustativo.",,na,na,na,na,na,Italia,2,,,
,0000622,,,,,,4,2016,Fontana Candida,Frascati Superiore Riserva Luna Mater,Frascati Superiore,Riserva,DOCG,Lazio,90,,90,,na,Bianco fermo,15-19,Malvasia bianca di Candia 50% – Malvasia puntinata 30% – Bombino bianco 10% – Greco 10%,14.5,6k,Salmone croccante su crema di cannellini,12 mesi in acciaio e botte,"Brilla di giallo paglierino con riflessi dorati. L’annata più calda si fa sentire già al profumo di fiori d'arancio, frutta a polpa gialla, erbe aromatiche, timo su tutte; chiude su accenti di uva sultanina e di mela ricchi e appaganti Il sorso mostra una sapidità preponderante e una freschezza allungata. Notevole la spinta calda in bocca. La selezione dei grappoli, l’età matura dei vigneti e il metodo di vinificazione lo rendono un gioiello prezioso.",,na,na,na,na,na,Italia,2,,,
,0000622,,,,,,4,2017,Fontana Candida,Frascati Superiore Riserva Luna Mater,Frascati Superiore,Riserva,DOCG,Lazio,90,,90,,na,Bianco fermo,15-19,Malvasia bianca di Candia 50% – Malvasia puntinata 30% – Bombino bianco 10% – Greco 10%,14.5,15k,Riso patate e cozze,12 mesi in acciaio e botte,"Giallo paglierino pieno, di aspetto consistente. | profumi arrivano intensi e ricordano la  frutta gialla, gli agrumi, i fiori di giacinto, sensazioni di macchia mediterranea e una mineralità pietrosa. Nonostante l'annata calda, all'assaggio il vino è vibrante, sapido, dotato  di una freschezza apprezzabile. Morbido ed equilibrato, chiude con un finale di mandorla.",,na,na,na,na,na,Italia,2,,,
,0000622,,,,,,5,2019,Fontana Candida,Frascati Superiore Riserva Luna Mater,Frascati Superiore,Riserva,DOCG,Lazio,91,,91,,na,Bianco fermo,15-19,Malvasia bianca di Candia 50% – Malvasia puntinata 30% – Bombino bianco 10% – Greco 10%,14.5,10k,Gnocchi al pesto di pistacchi,12 mesi in acciaio e botte,"Giallo paglierino splendente. L'olfatto esordisce con ricordi di frutta a polpa gialla, pesca, albicocca, papaia, mela cotta, che si intrecciano a piacevoli sensazioni di fiori di camomilla, ginestra, arancia, mentuccia e origano; effluvi balsamici e di pietra focaia concludono mirabilmente l'ampio bagaglio odoroso. Sorso caldo e carezzevole, equilibrato da sapidità  e pregevole freschezza. Interminabile la scia gustativa, che sfuma su toni fruttati e agrumati.",,na,na,na,na,na,Italia,2,,,
,0000622,,,,,,5,2020,Fontana Candida,Frascati Superiore Riserva Luna Mater,Frascati Superiore,Riserva,DOCG,Lazio,92,,92,,na,Bianco fermo,15-19,Malvasia bianca di Candia 60% – Malvasia puntinata 30% – Bombino bianco 10%,14.5,9k,Vitello tonnato,12 mesi in acciaio e botte,"Vivido oro verde. Seducente il corteo odoroso di pera, glicine, fiori di pesco, rosa gialla, frutta esotica ed erbe aromatiche. Un tappeto minerale si lega con raffinatezza. Vibrante la spalla aci- da che si fonde alla morbidezza, donando un sorso succoso con lunga scia sapida",,na,na,na,na,na,Italia,2,,,
,0000622-1,8.97,87,5.13,90,4.4,4★-5★,,Fontana Candida,Frascati Superiore Riserva Luna Mater,Frascati Superiore,Riserva,DOCG,Lazio,na,,na,,na,Bianco fermo,15-19,Malvasia bianca di Candia – Malvasia puntinata – Bombino bianco – Greco,14.5,6k-15k,Capesante allo zafferano – Salmone croccante su crema di cannellini – Riso patate e cozze – Gnocchi al pesto di pistacchi – Vitello tonnato,12 mesi in acciaio e botte,,,na,na,na,na,na,Italia,1,,,
,0000623,,,,,,3,2015,Fontana Candida,Frascati Superiore Vigneto Santa Teresa,Frascati Superiore,,DOCG,Lazio,86,,86,,na,Bianco fermo,5-9,Malvasia di Candia Aromatica 50% – Malvasia puntinata 30% – Greco 10% – Trebbiano 10%,13.5,85k,Paccheri con ragù di scorfano,5 mesi in acciaio,"Nel panorama dei vini dei Castelli il vigneto  del cru aziendale Santa Teresa è un grande classico e una sicurezza per il consumatore. Paglierino luminoso, note di salvia e un fruttato di pera e ananas in primo piano. L'assaggio  è fresco, con un giusto equilibrio tra la morbidezza e la sapidità. Nel finale una lieve sensazione ammandorlata. ",,na,na,na,na,na,Italia,2,,,
,0000623,,,,,,3,2016,Fontana Candida,Frascati Superiore Vigneto Santa Teresa,Frascati Superiore,,DOCG,Lazio,85,,85,,na,Bianco fermo,5-9,Malvasia di Candia Aromatica 50% – Malvasia puntinata 30% – Greco 10% – Trebbiano 10%,13.5,85k,Spigola alle erbe in crosta di sale,5 mesi in acciaio,"Giallo paglierino con riflessi dorati. Buon corredo aromatico al naso, con profumi  di ananas, frutta a polpa gialla ed erbe mediterranee, tra cui emerge la salvia. Al palato risulta di buona struttura, con salinità e acidità in perfetta contrapposizione. ",,na,na,na,na,na,Italia,2,,,
,0000623,,,,,,2,2017,Fontana Candida,Frascati Superiore Vigneto Santa Teresa,Frascati Superiore,,DOCG,Lazio,84,,84,,na,Bianco fermo,10-14,Malvasia di Candia Aromatica 50% – Malvasia puntinata 30% – Greco 10% – Trebbiano 10%,13.5,70k,Crudo di mare,5 mesi in acciaio,"Giallo paglierino tenue ma luminoso. ll naso propone un corredo di fiori bianchi, frutta  a pasta bianca, agrumi, erbe aromatiche e  uno sbuffo minerale. L'equilibrio gustativo è entusiasmante, con buona lunghezza esaltata da un finale agrumato e sapido. ",,na,na,na,na,na,Italia,2,,,
,0000623,,,,,,2,2019,Fontana Candida,Frascati Superiore Vigneto Santa Teresa,Frascati Superiore,,DOCG,Lazio,84,,84,,na,Bianco fermo,5-9,Malvasia puntinata 70% – Malvasia di Candia Aromatica 10% – Greco 10% – Trebbiano 10%,13.5,55k,nd,5 mesi in acciaio,,,na,na,na,na,na,Italia,2,,,
,0000623,,,,,,3,2020,Fontana Candida,Frascati Superiore Vigneto Santa Teresa,Frascati Superiore,,DOCG,Lazio,88,,88,,na,Bianco fermo,5-9,Malvasia puntinata 80% – Malvasia di Candia Aromatica 10% – Greco 10%,13.5,60k,nd,5 mesi in acciaio,,,na,na,na,na,na,Italia,2,,,
,0000623-1,1.25,12,1.73,30,2.6,2★-3★,,Fontana Candida,Frascati Superiore Vigneto Santa Teresa,Frascati Superiore,,DOCG,Lazio,na,,na,,na,Bianco fermo,5-9,Malvasia puntinata – Malvasia bianca di Candia – Trebbiano – Greco,13.5,55k-85k,Paccheri con ragù di scorfano – Spigola alle erbe in crosta di sale – Crudo di mare,5 mesi in acciaio,,,na,na,na,na,na,Italia,1,,,
,0000624,,,,,,2,2017,L'Olivella,Frascati Superiore Racemo,Frascati Superiore,,DOCG,Lazio,84,,84,,na,Bianco fermo,5-9,Malvasia puntinata 50% – Bellone 20% – Malvasia di Candia Aromatica 20% – Grechetto 10%,12.5,28k,nd,3 mesi in acciaio + 6 mesi in bottiglia,,,na,na,na,na,na,Italia,2,,,
,0000624,,,,,,3,2018,L'Olivella,Frascati Superiore Racemo Biowine,Frascati Superiore,,DOCG,Lazio,86,,86,,na,Bianco fermo,5-9,Malvasia puntinata 50% – Bellone 20% – Malvasia di Candia Aromatica 20% – Grechetto 10%,12.5,28k,nd,3 mesi in acciaio + 6 mesi in bottiglia,,,na,na,na,na,na,Italia,2,,,
,0000624,,,,,,2,2019,L'Olivella,Frascati Superiore Racemo Biowine,Frascati Superiore,,DOCG,Lazio,84,,84,,na,Bianco fermo,5-9,Malvasia puntinata 50% – Bellone 20% – Malvasia di Candia Aromatica 20% – Grechetto 10%,12.5,28k,Alici imbottite,3 mesi in acciaio + 6 mesi in bottiglia,"Giallo paglierino intenso. Delicate sensazioni di fiori di mandorlo, margherite, ananas e rimandi di mela verde. Fresco, in buon equilibrio con la dotazione alcolica. ",,na,na,na,na,na,Italia,2,,,
,0000624,,,,,,3,2020,L'Olivella,Frascati Superiore Racemo Biowine,Frascati Superiore,,DOCG,Lazio,86,,86,,na,Bianco fermo,5-9,Malvasia puntinata 80% – Bellone 10% – Malvasia di Candia Aromatica 10% – Grechetto 10%,12.5,28k,Triglie al cartoccio,3 mesi in acciaio + 6 mesi in bottiglia,"Veste brillante, giallo paglierino. Mandorla, glicine ed erba ta- gliata conducono a echi di nespola, macchia mediterranea e ri- cordi agrumati. Gusto pieno, fresco e sapido, in giusto equilibrio con le morbidezze. Discretamente lungo su scia sapida e agru- mata",,na,na,na,na,na,Italia,2,,,
,0000624-1,0.91,9,1.26,22,2.5,2★-3★,,L'Olivella,Frascati Superiore Racemo Biowine,Frascati Superiore,,DOCG,Lazio,na,,na,,na,Bianco fermo,5-9,Malvasia puntinata – Bellone – Malvasia di Candia Aromatica – Grechetto,12.5,28k,Alici imbottite – Triglie al cartoccio,3 mesi in acciaio + 6 mesi in bottiglia,,,na,na,na,na,na,Italia,1,,,
,0000625,,,,,,3,2017,Gabriele Magno,Frascati Superiore Riserva Vigneto La Torretta Di Valle Marciana,Frascati Superiore,Riserva,DOCG,Lazio,86,,86,,na,Bianco fermo,20-24,Malvasia puntinata 75% – Trebbiano 25%,13,1k,Spaghetti alla carbonara,8 mesi in acciaio + 8 mesi in botte,"Paglierino lucente con riflessi oro. All'incipit  di pietra focaia seguono aromi delicati di fiori bianchi e pesca gialla. Assaggio pieno ed elegante, con un'esplosione di mineralità e freschezza. Ricordi di agrumi nel lungo finale.",,na,na,na,na,na,Italia,2,,,
,0000625,,,,,,4,2018,Gabriele Magno,Frascati Superiore Riserva Vigneto La Torretta Di Valle Marciana,Frascati Superiore,Riserva,DOCG,Lazio,89,,89,,na,Bianco fermo,20-24,Malvasia puntinata 75% – Trebbiano 25%,13,1k,Fagiolata con le cotiche,8 mesi in acciaio + 8 mesi in botte,"Paglierino con riflessi oro. Espressione olfattiva variegata di pesca gialla, agrume candito, ginestra, sambuco, che lentamente si arricchisce di miele di acacia, spezie, mandorle fresche, assecondate da pregevoli pennellate minerali. Al palato si apprezza l'armonica fusione delle componenti gustative, la densità si coniuga con la bevibilità, mentre il finale regala sensazioni amaricanti e sapide e una lunga frazione aromatica. ",,na,na,na,na,na,Italia,2,,,
,0000625,,,,,,4,2019,Gabriele Magno,Frascati Superiore Riserva Vigneto La Torretta Di Valle Marciana,Frascati Superiore,Riserva,DOCG,Lazio,89,,89,,na,Bianco fermo,20-24,Malvasia puntinata 75% – Trebbiano 25%,14,1k,Maltagliati con fave fresche e bottarga,8 mesi in acciaio + 8 mesi in botte,"Sfoggia un giallo paglierino lucente. Immediato l'intreccio di frutta esotica, albicocca, nespola e arancia, con salvia e ro- smarino, nuance balsamiche di menta e minerali. Sorso caldo ed equilibrato da freschezza e gustosa salinità. Epilogo lungo e gradevole con rintocchi balsamici.",,na,na,na,na,na,Italia,2,,,
,0000625-1,2.34,23,1.03,18,3.7,3★-4★,,Gabriele Magno,Frascati Superiore Riserva Vigneto La Torretta Di Valle Marciana,Frascati Superiore,Riserva,DOCG,Lazio,na,,na,,na,Bianco fermo,20-24,Malvasia puntinata 75% – Trebbiano 25%,14,1k,Spaghetti alla carbonara – Fagiolata con le cotiche – Maltagliati con fave fresche e bottarga,8 mesi in acciaio + 8 mesi in botte,,,na,na,na,na,na,Italia,1,,,
