Categoria-1,Ref,OLDVSCORE,RS,RAWQP,QP,MediaGrezza,Valutazione,Anno,Produttore,Nome,Denominazione,Menzioni,Classificazione,Regione,PunteggioMedio,ValutazioneAIS,AIS,ValutazioneGR,GR,Tipologia,Prezzo,Composizione,Alcol,Bottiglie,Abbinamento,Affinamento,Descrizione,Note,PunteggioGuida3,PunteggioGuida4,PunteggioGuida5,PunteggioGuida6,PunteggioGuida7,Nazione,Entry,Millesimo,Tecnica,Zucchero
,0000869-1,2.79,19,1.10,35,3.2,2★-4★,,Moncaro,Castelli Di Jesi Verdicchio Riserva Classico Vigna Novali,Castelli Di Jesi Verdicchio Riserva,Classico,DOCG,Marche,na,,na,,na,Bianco fermo,15-19,Verdicchio 100%,14,6k-18k,Ravioli di baccalà su crema di ceci – Anatra al forno – Pesce spada al finocchietto selvatico,10 mesi in acciaio + 10 mesi in botte + 18 mesi in bottiglia,,,na,na,na,na,na,Italia,1,,,
,0000870,,,,,,4,2018,Poderi Mattioli,Castelli Di Jesi Verdicchio Riserva Classico Vigna Novali,Castelli Di Jesi Verdicchio Riserva,Classico,DOCG,Marche,89,,89,,na,Bianco fermo,20-24,Verdicchio 100%,13.5,6k,Spigola al forno con verdure,24 mesi in acciaio,"Colore paglierino. Il bouquet si apre con generosità a note di gel- somino, sambuco e delicata tostatura. Fanno da contorno noce moscata e idrocarburi. La bocca è pervasa da notevole calore smorzato dalla percezione fresco-sapida magistrale. Ottimo equilibrio e chiusura che richiama l'anice stellato.",,na,na,na,na,na,Italia,2,,,
,0000870-1,1.00,7,0.31,10,4.0,4★,,Poderi Mattioli,Castelli Di Jesi Verdicchio Riserva Classico Vigna Novali,Castelli Di Jesi Verdicchio Riserva,Classico,DOCG,Marche,na,,na,,na,Bianco fermo,20-24,Verdicchio 100%,13.5,6k,Spigola al forno con verdure,24 mesi in acciaio,,,na,na,na,na,na,Italia,1,,,
,0000871,,,,,,3,2013,Poderi Mattioli,Castelli Di Jesi Verdicchio Riserva Lauro,Castelli Di Jesi Verdicchio Riserva,,DOCG,Marche,86,,86,,na,Bianco fermo,20-24,Verdicchio 100%,13.5,5k,Risotto alle erbette di campo,?,"Giallo paglierino. Olfatto elegante di acacia, erba cedrina ed erbe aromatiche, innervato da scie di pompelmo e anice, con mandorla in chiusura. Al gusto  si apprezza per l'equilibrio, la vivace freschezza e la nota sapida. Buona  la concordanza del finale lievemente ammandorlato. Sosta a lungo in acciaio e in bottiglia. ",,na,na,na,na,na,Italia,2,,,
,0000871-1,0.34,2,0.10,3,3.0,3★,,Poderi Mattioli,Castelli Di Jesi Verdicchio Riserva Lauro,Castelli Di Jesi Verdicchio Riserva,,DOCG,Marche,na,,na,,na,Bianco fermo,20-24,Verdicchio 100%,13.5,5k,Risotto alle erbette di campo,?,,,na,na,na,na,na,Italia,1,,,
,0000872,,,,,,3,2014,Santa Barbara,Castelli Di Jesi Verdicchio Riserva Classico Tardivo Ma Non Tardo,Castelli Di Jesi Verdicchio Riserva,Classico,DOCG,Marche,86,,86,,na,Bianco fermo,25-29,Verdicchio 100%,14,9k,Filetto di cernia al forno,12 mesi in acciaio,"Giallo paglierino intenso. Quadro olfattivo interessante: giglio, gelsomino, tiglio, zagara e camomilla introducono la frutta fresca, tra pesca, prugna  e mandorla verde. Leggere folate vanigliate. In bocca è ricco e caldo, di spiccata sapidità minerale e sorretto da vibrante freschezza. Ritorni fumé in fondo. Sosta in acciaio per 12 mesi. ",,na,na,na,na,na,Italia,2,,,
,0000872,,,,,,3,2015,Santa Barbara,Castelli Di Jesi Verdicchio Riserva Classico Tardivo Ma Non Tardo,Castelli Di Jesi Verdicchio Riserva,Classico,DOCG,Marche,87,,87,,na,Bianco fermo,25-29,Verdicchio 100%,14,15k,Scampi in guazzetto,12 mesi in acciaio,"Arabeschi dorati in un manto giallo paglierino. Seducenti spunti odorosi che spaziano tra rosa gialla, tiglio, zagare di limone, eucalipto e mineralità tufacea.  In bocca morbide sensazioni inseguono energiche freschezze. Delizioso. Sosta in acciaio per 12 mesi. ",,na,na,na,na,na,Italia,2,,,
,0000872,,,,,,5,2016,Santa Barbara,Castelli Di Jesi Verdicchio Riserva Classico Tardivo Ma Non Tardo,Castelli Di Jesi Verdicchio Riserva,Classico,DOCG,Marche,91,,91,,na,Bianco fermo,25-29,Verdicchio 100%,14,13k,Ravioli al ragù bianco di cinghiale,12 mesi in acciaio,"Un perfetto giallo verdolino illumina questo maestoso Verdicchio.  Libera penetranti accenti odorosi di biancospino, sambuco e camomilla, poi mandorla verde, anice, finocchietto selvatico, kiwi, con pennellate di pepe bianco e pietra focaia. Si propone al gusto con grande personalità: la decisa percezione alcolica è mitigata da una vivida vena giocata tra acidità e sapidità, equilibrata e inconfondibile. Nel suo lunghissimo finale riaffiorano vivaci sfumature minerali. Maturazione in acciaio per 12 mesi. ",,na,na,na,na,na,Italia,2,,,
,0000872,,,,,,3,2017,Santa Barbara,Castelli Di Jesi Verdicchio Riserva Classico Tardivo Ma Non Tardo,Castelli Di Jesi Verdicchio Riserva,Classico,DOCG,Marche,86,,86,,na,Bianco fermo,25-29,Verdicchio 100%,14,16k,nd,24 mesi in acciaio,,,na,na,na,na,na,Italia,2,,,
,0000872,,,,,,5,2018,Santa Barbara,Castelli Di Jesi Verdicchio Riserva Classico Tardivo Ma Non Tardo,Castelli Di Jesi Verdicchio Riserva,Classico,DOCG,Marche,91,,91,,na,Bianco fermo,35-39,Verdicchio 100%,14,16k,Linguine alle arselle,24 mesi in acciaio,"Veste giallo paglierino tenue dai riflessi verdolini. Il ventaglio olfattivo intrigante spazia dai sentori di mandarino alla pesca bianca, con intrecci di erbe aromatiche e fiori di gelsomino. Al palato esprime ancora meglio il suo carattere prestante e distintivo. È appagante, affascinante, ricco di suggestioni e invita a più assaggi. Voluminoso, dalla morbidezza avvolgente supportata  e bilanciata da acidità e sapidità prorompenti. Lunghissima la chiusura che esprime splendida pulizia Maturazione in acciaio per 24 mesi. ",,na,na,na,na,na,Italia,2,,,
,0000872,,,,,,4,2019,Santa Barbara,Castelli Di Jesi Verdicchio Riserva Classico Tardivo Ma Non Tardo,Castelli Di Jesi Verdicchio Riserva,Classico,DOCG,Marche,89,,89,,na,Bianco fermo,35-39,Verdicchio 100%,14,16k,nd,24 mesi in acciaio,,,na,na,na,na,na,Italia,2,,,
,0000872-1,7.98,54,1.45,46,3.8,3★-5★,,Santa Barbara,Castelli Di Jesi Verdicchio Riserva Classico Tardivo Ma Non Tardo,Castelli Di Jesi Verdicchio Riserva,Classico,DOCG,Marche,na,,na,,na,Bianco fermo,35-39,Verdicchio 100%,14,9k-16k,Filetto di cernia al forno – Scampi in guazzetto – Ravioli al ragù bianco di cinghiale – Linguine alle arselle,12-24 mesi in acciaio,,,na,na,na,na,na,Italia,1,,,
,0000873,,,,,,2,2013,Sparapani Frati Bianchi,Castelli Di Jesi Verdicchio Riserva Classico Donna Cloe,Castelli Di Jesi Verdicchio Riserva,Classico,DOCG,Marche,84,,84,,na,Bianco fermo,30-34,Verdicchio 100%,13.5,1k,Passatelli con zucchine,15 mesi in botte grande,"Paglierino con riflessi dorati. Intenso effluvio di miele, mimosa e ginestra, con sentori di avocado, nespola e papaia e una sfumatura di vaniglia. Al palato è pieno e avvolgente, morbido ed equilibrato. Chiusura su note tostate. Riposa parte in acciaio e parte in legno grande per 15 mesi. ",,na,na,na,na,na,Italia,2,,,
,0000873,,,,,,2,2015,Sparapani Frati Bianchi,Castelli Di Jesi Verdicchio Riserva Classico Donna Cloe,Castelli Di Jesi Verdicchio Riserva,Classico,DOCG,Marche,84,,84,,na,Bianco fermo,25-29,Verdicchio 100%,14.5,1k,Crespelle con I funghi,15 mesi in botte grande,"Paglierino lucente. Eleganza e delicatezza sono le parole chiave per descrivere il bouquet di cedro, miele  e pepe bianco, insieme a ricordi di caramelle al limone. Palato dominato dalle dolci presenze di vaniglia e dalla freschezza, che va a scontrarsi con un calore prorompente. In botte grande per 15 mesi, poi affina in bottiglia per un anno. ",,na,na,na,na,na,Italia,2,,,
,0000873,,,,,,3,2016,Sparapani Frati Bianchi,Castelli Di Jesi Verdicchio Riserva Classico Donna Cloe,Castelli Di Jesi Verdicchio Riserva,Classico,DOCG,Marche,86,,86,,na,Bianco fermo,25-29,Verdicchio 100%,14,1k,Rana pescatrice al forno,15 mesi in botte grande,"Intarsi verdolini vivacizzano un colore paglierino chiaro. Olfatto disposto  su sambuco e acacia; pietra focaia e percezioni sulfuree fanno da supporto a cannella e anice. Mostra spiccata personalità anche al gusto, dove freschezza e sapidità smorzano la decisa componente alcolica, in un equilibrio gradevole come il finale, lungo e amaricante. Permane in legno di rovere per 16 mesi ",,na,na,na,na,na,Italia,2,,,
,0000873,,,,,,3,2017,Sparapani Frati Bianchi,Castelli Di Jesi Verdicchio Riserva Classico Donna Cloe,Castelli Di Jesi Verdicchio Riserva,Classico,DOCG,Marche,86,,86,,na,Bianco fermo,15-19,Verdicchio 100%,14.5,1k,Polentina ai frutti di mare in bianco,15 mesi in botte grande,"Paglierino cristallino. Volute di mimosa, albicocca, papaia, mie- le, malto e nocciola. Nuance di cipria e vaniglia. Sapidità e mor- bidezza sono le protagoniste di un sorso inebriante, equilibra- to, rispondente e gradevolmente fresco. Persistente su ricordi ammandorlati e note iodate. ",,na,na,na,na,na,Italia,2,,,
,0000873-1,0.91,6,0.36,11,2.5,2★-3★,,Sparapani Frati Bianchi,Castelli Di Jesi Verdicchio Riserva Classico Donna Cloe,Castelli Di Jesi Verdicchio Riserva,Classico,DOCG,Marche,na,,na,,na,Bianco fermo,15-19,Verdicchio 100%,14.5,1k,Passatelli con zucchine – Crespelle con I funghi – Rana pescatrice al forno – Polentina ai frutti di mare in bianco,15 mesi in botte grande,,,na,na,na,na,na,Italia,1,,,
,0000874,,,,,,3,2013,Tenute Pieralisi Monte Schiavo,Castelli Di Jesi Verdicchio Riserva Classico Le Giuncare,Castelli Di Jesi Verdicchio Riserva,Classico,DOCG,Marche,86,,86,,na,Bianco fermo,15-19,Verdicchio 100%,13.5,6k,Cefalo di alto mare al sale,14 mesi in acciaio,"Giallo paglierino con bagliori dorati e vene verdoline. Bouquet intrigante di mentuccia, lime, anice stellato e sassi bagnati dal mare. Tocco tropicale di papaia. Sorso che stuzzica le papille gustative, sollecitate da sferzate di freschezza e buona sapidità. Ottimo edquilibrio e chiusura minerale. In acciaio e un terzo in rovere francese per 14 mesi. ",,na,na,na,na,na,Italia,2,,,
,0000874,,,,,,3,2015,Tenute Pieralisi Monte Schiavo,Castelli Di Jesi Verdicchio Riserva Classico Le Giuncare,Castelli Di Jesi Verdicchio Riserva,Classico,DOCG,Marche,86,,86,,na,Bianco fermo,15-19,Verdicchio 100%,14,6k,Tagliata di tonno in crosta di pistacchi,14 mesi in acciaio,"Fitto giallo paglierino di affascinante lucentezza. Profumi intensi di pompelmo rosa e salvia, frutta a polpa gialla, ananas e papaia. Poi via via ricordi di anice stellato, biscotti e crema pasticciera, con sensazioni di miele, zafferano e vaniglia in chiusura. Palato giocato sull’equilibrio e sulla finezza, con ricordi di legno mai invasivi; il finale persistente porta con sé una scia sapida. Matura parte in acciaio e parte in legno per 14 mesi. ",,na,na,na,na,na,Italia,2,,,
,0000874,,,,,,4,2018,Tenute Pieralisi Monte Schiavo,Castelli Di Jesi Verdicchio Riserva Classico Le Giuncare,Castelli Di Jesi Verdicchio Riserva,Classico,DOCG,Marche,89,,89,,na,Bianco fermo,15-19,Verdicchio 100%,13.5,6k,Ravioli al branzino con pinoli tostati,14 mesi in acciaio,"Bagliori dorati nel vivace paglierino. Cera d’api e miele di erica ce- dono subito il passo a ginestra, mimosa, camomilla, pesca per- coca, nespola e mela golden. Ammalianti sentori di anice, erba di San Pietro e salvia. Caldo e appagante, in bocca lascia danza- re a lungo tutti i suoi aromi.",,na,na,na,na,na,Italia,2,,,
,0000874-1,1.68,11,0.66,21,3.3,3★-4★,,Tenute Pieralisi Monte Schiavo,Castelli Di Jesi Verdicchio Riserva Classico Le Giuncare,Castelli Di Jesi Verdicchio Riserva,Classico,DOCG,Marche,na,,na,,na,Bianco fermo,15-19,Verdicchio 100%,13.5,6k,Cefalo di alto mare al sale – Tagliata di tonno in crosta di pistacchi – Ravioli al branzino con pinoli tostati,14 mesi in acciaio,,,na,na,na,na,na,Italia,1,,,
,0000875,,,,,,3,2013,Umani Ronchi,Castelli Di Jesi Verdicchio Riserva Classico Plenio,Castelli Di Jesi Verdicchio Riserva,Classico,DOCG,Marche,86,,86,,na,Bianco fermo,15-19,Verdicchio 100%,14,13k,Agnello al forno,12 mesi in acciaio + 12 mesi in legno,"Giallo paglierino. Olfatto invaso dal floreale di sambuco, gelsomino, ginestra e mimosa. Sensazioni  speziate di vaniglia e sandalo, infine erbe aromatiche, agrumi e malto. Il sorso è morbido e caldo, ben presenti freschezza e sapidità. Buon equilibrio. Riposa in acciaio e parte in legno per 12 mesi. ",,na,na,na,na,na,Italia,2,,,
,0000875,,,,,,3,2014,Umani Ronchi,Castelli Di Jesi Verdicchio Riserva Classico Plenio,Castelli Di Jesi Verdicchio Riserva,Classico,DOCG,Marche,85,,85,,na,Bianco fermo,15-19,Verdicchio 100%,13.5,15k,nd,12 mesi in acciaio + 12 mesi in legno,,,na,na,na,na,na,Italia,2,,,
,0000875,,,,,,3,2015,Umani Ronchi,Castelli Di Jesi Verdicchio Riserva Classico Plenio,Castelli Di Jesi Verdicchio Riserva,Classico,DOCG,Marche,87,,87,,na,Bianco fermo,15-19,Verdicchio 100%,13.5,16k,nd,12 mesi in acciaio + 12 mesi in legno,,,na,na,na,na,na,Italia,2,,,
,0000875,,,,,,3,2016,Umani Ronchi,Castelli Di Jesi Verdicchio Riserva Classico Plenio,Castelli Di Jesi Verdicchio Riserva,Classico,DOCG,Marche,86,,86,,na,Bianco fermo,15-19,Verdicchio 100%,13.5,13k,Spigola al sale,12 mesi in acciaio + 12 mesi in legno,"| Giallo paglierino con intarsi verdolini. La finezza traspare già al naso: emana profumi di biancospino e camomilla, poi fieno, mandorla, tè; sentori marini si avvicendano a pepe bianco e sbuffi vanigliati; non manca l'agrumato. AI palato è potente e caldo, presto domato da una sferzante sinergia tra freschezza e sapidità; avvolto in un morbido equilibrio, offre una tenace persistenza di agrumi e sali minerali. In acciaio, e  | parte in botte grande, per 12 mesi. ",,na,na,na,na,na,Italia,2,,,
,0000875,,,,,,3,2017,Umani Ronchi,Castelli Di Jesi Verdicchio Riserva Classico Plenio,Castelli Di Jesi Verdicchio Riserva,Classico,DOCG,Marche,86,,86,,na,Bianco fermo,15-19,Verdicchio 100%,13,13k,nd,12 mesi in acciaio + 12 mesi in legno,,,na,na,na,na,na,Italia,2,,,
,0000875,,,,,,4,2018,Umani Ronchi,Castelli Di Jesi Verdicchio Riserva Classico Plenio,Castelli Di Jesi Verdicchio Riserva,Classico,DOCG,Marche,89,,89,,na,Bianco fermo,15-19,Verdicchio 100%,13,13k,nd,12 mesi in acciaio + 12 mesi in legno,,,na,na,na,na,na,Italia,2,,,
,0000875-1,2.69,18,1.06,34,3.2,3★-4★,,Umani Ronchi,Castelli Di Jesi Verdicchio Riserva Classico Plenio,Castelli Di Jesi Verdicchio Riserva,Classico,DOCG,Marche,na,,na,,na,Bianco fermo,15-19,Verdicchio 100%,13,13k-16k,Agnello al forno – Spigola al sale,12 mesi in acciaio + 12 mesi in legno,,,na,na,na,na,na,Italia,1,,,
,0000876,,,,,,2,2016,Roberto Venturi,Castelli Di Jesi Verdicchio Riserva Qudi,Castelli Di Jesi Verdicchio Riserva,,DOCG,Marche,84,,84,,na,Bianco fermo,20-24,Verdicchio 100%,14,3k,Salmone in bellavista,8 mesi in acciaio,"Paglierino dai riflessi verdolini. Emergono sentori di acacia, biancospino, giuggiola, mela cotogna, mandorla verde e anice. La sapidità e  la freschezza donano nerbo al sorso, che ripercorre le sensazioni percepite al naso; finale appagante e agrumato. In acciaio per 8 mesi ",,na,na,na,na,na,Italia,2,,,
,0000876,,,,,,3,2018,Roberto Venturi,Castelli Di Jesi Verdicchio Riserva Qudi,Castelli Di Jesi Verdicchio Riserva,,DOCG,Marche,86,,86,,na,Bianco fermo,20-24,Verdicchio 100%,13.5,5k,Tagliolini ai frutti di mare,12 mesi in acciaio,"Veste giallo dorato. Ventaglio olfattivo dai toni di frutta esotica matura e albicocca, profumi floreali di sambuco, acacia e tiglio. Lieve sentore di pietra focaia e nota salmastra. Equilibrato in bocca, dall’interessante struttura, concede piacevolezze ama- ricanti nel finale. ",,na,na,na,na,na,Italia,2,,,
,0000876-1,0.45,3,0.14,4,2.5,2★-3★,,Roberto Venturi,Castelli Di Jesi Verdicchio Riserva Qudi,Castelli Di Jesi Verdicchio Riserva,,DOCG,Marche,na,,na,,na,Bianco fermo,20-24,Verdicchio 100%,13.5,3k-5k,Salmone in bellavista – Tagliolini ai frutti di mare,8-12 mesi in acciaio,,,na,na,na,na,na,Italia,1,,,
,0000877,,,,,,3,2014,Vigna Degli Estensi,Castelli Di Jesi Verdicchio Riserva Logos,Castelli Di Jesi Verdicchio Riserva,,DOCG,Marche,86,,86,,na,Bianco fermo,10-14,Verdicchio 100%,14,2k,Ricciola la forno,9 mesi in acciaio,"Manto dorato. Ventaglio olfattivo perfettamente equilibrato tra sentori di tarassaco, foglie di tè, rosa tea, frutta esotica e susina goccia d'oro. Lievi percezioni di miele e silice. Assembla al gusto sensazioni diverse e una bella sapidità netta, decisa, lunga. Maturazione in acciaio per 9 mesi. ",,na,na,na,na,na,Italia,2,,,
,0000877,,,,,,2,2015,Vigna Degli Estensi,Castelli Di Jesi Verdicchio Riserva Logos,Castelli Di Jesi Verdicchio Riserva,,DOCG,Marche,84,,84,,na,Bianco fermo,10-14,Verdicchio 100%,14,3k,nd,9 mesi in acciaio,,,na,na,na,na,na,Italia,2,,,
,0000877,,,,,,4,2016,Vigna Degli Estensi,Castelli Di Jesi Verdicchio Riserva Logos,Castelli Di Jesi Verdicchio Riserva,,DOCG,Marche,89,,89,,na,Bianco fermo,10-14,Verdicchio 100%,14.5,3k,Totani ripieni alla ligure,9 mesi in acciaio,"Giallo paglierino luminoso. L’olfatto è caratterizzato da una base iodata sulla quale germogliano profumi di zagara, aneto, salvia e nocciola. In bocca la morbidezza è avvolgente e una buona alcolicità bilancia a perfezione l’intensa sapidità. Nel finale spunta la mandorla, come firma riconoscibile del vitigno, che regala un'armonica persistenza. Nonostante la maturità, il futuro sarà roseo anche negli anni a venire. Matura in acciaio per 9 mesi, affina in bottiglia per 30 mesi. ",,na,na,na,na,na,Italia,2,,,
,0000877,,,,,,4,2017,Vigna Degli Estensi,Castelli Di Jesi Verdicchio Riserva Logos,Castelli Di Jesi Verdicchio Riserva,,DOCG,Marche,89,,89,,na,Bianco fermo,15-19,Verdicchio 100%,14.5,3k,Orata al cartoccio,9 mesi in acciaio,"Giallo dorato, cristallino. Fragranze di zagara, gelsomino, gine- stra, mimosa, pesca gialla, mela golden, miele di girasole. Sen- tore di vaniglia. Il sorso è appagante, caldo e avvolgente, ma pure sapido ed equilibrato. Note agrumate e lieve mineralità di idrocarburi in chiusura. ",,na,na,na,na,na,Italia,2,,,
,0000877-1,2.46,16,0.97,31,3.3,2★-4★,,Vigna Degli Estensi,Castelli Di Jesi Verdicchio Riserva Logos,Castelli Di Jesi Verdicchio Riserva,,DOCG,Marche,na,,na,,na,Bianco fermo,15-19,Verdicchio 100%,14.5,1k,Ricciola la forno – Totani ripieni alla ligure – Orata al cartoccio,9 mesi in acciaio,,,na,na,na,na,na,Italia,1,,,
,0000878,,,,,,3,2013,Mancini,Castelli Di Jesi Verdicchio Classico Riserva,Castelli Di Jesi Verdicchio Riserva,Classico,DOCG,Marche,87,,87,,na,Bianco fermo,15-19,Verdicchio 100%,14,1k,Lumache con erbette,16 mesi in acciaio,"Giallo paglierino dorato. Profumi fini e delicati di frutta esotica, pesca a polpa gialla e mandorla verde lasciano spazio a fiori di zagara e acacia. La personalità decisa e fresca si completa con la vena sapida, che dona equilibrio ed eleganza al finale, rispondente e tipico. Riposa in acciaio, una piccola parte in barrique, per 16 mesi. ",,na,na,na,na,na,Italia,2,,,
,0000878,,,,,,3,2014,Mancini,Castelli Di Jesi Verdicchio Classico Riserva,Castelli Di Jesi Verdicchio Riserva,Classico,DOCG,Marche,85,,85,,na,Bianco fermo,15-19,Verdicchio 100%,14,1k,Gnocchi al ragù di fegatini di pollo,16 mesi in acciaio,"Giallo paglierino. Esordisce con un sentore minerale di idrocarburi; seguono rosa gialla e ginestra, fichi, erba cedrina e salvia, orzo tostato. L’alcolicità insieme alla morbidezza rende il vino avvolgente e di sostanza. l finale si ripropone fruttato. In acciaio per 16 mesi, una piccola parte in barrique per la stessa durata. ",,na,na,na,na,na,Italia,2,,,
,0000878,,,,,,5,2015,Mancini,Castelli Di Jesi Verdicchio Classico Riserva,Castelli Di Jesi Verdicchio Riserva,Classico,DOCG,Marche,91,,91,,na,Bianco fermo,15-19,Verdicchio 100%,14,1k,Pappardelle al ragù bianco di lepre,16 mesi in acciaio,"Giallo paglierino con screziature verdoline. Ampia la cornice olfattiva, che si schiude con sofisticati intarsi  di camomilla, ginestra, melissa, bergamotto, pepe bianco e anice stellato. Seguono nespola, mandorla verde e pistacchi. Aristocratico, il suo filo conduttore è l'eleganza. Al palato ha una ricercata struttura, di evidente alcolicità, amalgamata alla perfezione. Lunghissimo e appagante, non teme  il futuro. Matura in acciaio, con una piccola parte in barrique di Allier, per 16 mesi ",,na,na,na,na,na,Italia,2,,,
,0000878,,,,,,3,2016,Mancini,Castelli Di Jesi Verdicchio Classico Riserva,Castelli Di Jesi Verdicchio Riserva,Classico,DOCG,Marche,86,,86,,na,Bianco fermo,15-19,Verdicchio 100%,14,2k,Coniglio alle erbe aromatiche,16 mesi in acciaio,"Lucente veste giallo paglierino con riflessi dorati. Dipinge al naso profumi di ginestra, rosa gialla e tarassaco; dispensa foglie di tè verde, ghiaia e mentuccia, poi pepe bianco, pompelmo e passion fruit. Generoso e seducente, mostra stoffa e opulenza: vivo e tenace, offre una tensione fresco-sapida ben proporzionata. Vendemmia tardiva; vinificazione in acciaio per 16 mesi, con una piccola parte in legno ",,na,na,na,na,na,Italia,2,,,
,0000878,,,,,,3,2017,Mancini,Castelli Di Jesi Verdicchio Classico Riserva,Castelli Di Jesi Verdicchio Riserva,Classico,DOCG,Marche,86,,86,,na,Bianco fermo,15-19,Verdicchio 100%,14,2k,Branzino al sale,24 mesi in acciaio e barrique,"Giallo paglierino vivace. Dispensa profumi di fiori di campo, finocchio, iperico, erba cedrina, sentori di frutta con rimandi di mandarino. In bocca rivela freschezza, sapidità, un giusto calore; allungo gustativo e finale di mandorla e bergamotto. Matura in acciaio, con una minima parte in barrique, per 24 mesi ",,na,na,na,na,na,Italia,2,,,
,0000878-1,4.34,29,1.71,54,3.4,3★-5★,,Mancini,Castelli Di Jesi Verdicchio Classico Riserva,Castelli Di Jesi Verdicchio Riserva,Classico,DOCG,Marche,na,,na,,na,Bianco fermo,15-19,Verdicchio 100%,14,1k,Lumache con erbette – Gnocchi al ragù di fegatini di pollo – Pappardelle al ragù bianco di lepre – Coniglio alle erbe aromatiche – Branzino al sale,16-24 mesi in acciaio e barrique,,,na,na,na,na,na,Italia,1,,,
,0000879,,,,,,5,2013,Pievalta,Castelli Di Jesi Verdicchio Classico Riserva San Paolo,Castelli Di Jesi Verdicchio Riserva,Classico,DOCG,Marche,91,,91,,na,Bianco fermo,15-19,Verdicchio 100%,14,7k,Lasagna in salsa di zafferano e zucchine,14 mesi in acciaio,"Giallo luminescente con screziature dorate. Al naso tripudio di pietra focaia, polvere da sparo e innesti fruttati di pera e nespola. Chiude con sentori di ginestre. Emoziona la cavità orale con ricca, vellutata e rotonda trama, sorretta da sferzante e giovanile freschezza che trasforma il sorso in equilibrio dinamico Persistenza lunghissima e appagante. Sosta in acciaio per 18 mesi e affina a lungo in bottiglia. ",,na,na,na,na,na,Italia,2,,,
,0000879,,,,,,3,2015,Pievalta,Castelli Di Jesi Verdicchio Classico Riserva San Paolo,Castelli Di Jesi Verdicchio Riserva,Classico,DOCG,Marche,87,,87,,na,Bianco fermo,15-19,Verdicchio 100%,13.5,21k,Tagliatelle con fave e gamberetti,14 mesi in acciaio,"Giallo paglierino luminoso, consistente Profuma di biancospino, sambuco  e gelsomino; seguono cedro, erbe aromatiche, lavanda e una delicata mandorla amara. Avvolgente in  bocca, gradevolmente fresco e  sapido, nel complesso equilibrato. Finale corrispondente ammandorlato. Maturazione in acciaio per 14 mesi. ",,na,na,na,na,na,Italia,2,,,
,0000879,,,,,,5,2016,Pievalta,Castelli Di Jesi Verdicchio Classico Riserva San Paolo,Castelli Di Jesi Verdicchio Riserva,Classico,DOCG,Marche,91,,91,,na,Bianco fermo,15-19,Verdicchio 100%,13.5,21k,Spigola al forno con zucchine,19 mesi in acciaio,"Giallo paglierino scintillante con screziature verdoline. L'olfatto è incantevole, un caleidoscopio di sensazioni pennellato da anice, foglia di tè verde, finocchietto, nespola, pietra focaia e una nuvola di pepe bianco e anice stellato. Al palato non delude, succoso per sapidità e freschezza,  ma anche dotato di calore e sontuosa struttura. Le percezioni gustative si propongono in una dinamica esaltante: è pronto a sfidare il futuro. Riposa in acciaio per 18 mesi. ",,na,na,na,na,na,Italia,2,,,
,0000879,,,,,,3,2017,Pievalta,Castelli Di Jesi Verdicchio Classico Riserva San Paolo,Castelli Di Jesi Verdicchio Riserva,Classico,DOCG,Marche,86,,86,,na,Bianco fermo,15-19,Verdicchio 100%,13.5,14k,Branzino al cartoccio,19 mesi in acciaio,"Paglierino con sfumature verdi. Profumo vigoroso di sambuco e tiglio, erbe aromatiche e finocchietto, pesca bianca, pera e mandorla verde. La sequenza vira verso una mineralità sulfurea. L’impatto gustativo è prorompente; la fresca sapidità è sostenuta da buona morbidezza a creare un meraviglioso equilibrio. Chiude con sensazioni di melissa e menta. Maturazione in acciaio per 19 mesi ",,na,na,na,na,na,Italia,2,,,
,0000879-1,6.64,45,2.62,83,4.0,3★-5★,,Pievalta,Castelli Di Jesi Verdicchio Classico Riserva San Paolo,Castelli Di Jesi Verdicchio Riserva,Classico,DOCG,Marche,na,,na,,na,Bianco fermo,15-19,Verdicchio 100%,13.5,7k-21k,Lasagna in salsa di zafferano e zucchine – Tagliatelle con fave e gamberetti – Spigola al forno con zucchine – Branzino al cartoccio,14-19 mesi in acciaio,,,na,na,na,na,na,Italia,1,,,
,0000880,,,,,,3,2015,Colonnara,Castelli Di Jesi Verdicchio Classico Riserva Tufico,Castelli Di Jesi Verdicchio Riserva,Classico,DOCG,Marche,85,,85,,na,Bianco fermo,15-19,Verdicchio 100%,13.5,5k,Zuppa di molluschi,12 mesi in acciaio,"Calice colorato di giallo paglierino e  oro. Refoli di frutta tropicale, melissa, ginestra rigogliosa e mineralità incantano il naso, mentre le papille sono solleticate da generosa morbidezza e rotondità, ben supportata da un'elettrica freschezza. Sul finale tratti iodati. Riposa in acciaio per 12 mesi ",,na,na,na,na,na,Italia,2,,,
,0000880,,,,,,3,2016,Colonnara,Castelli Di Jesi Verdicchio Classico Riserva Tufico,Castelli Di Jesi Verdicchio Riserva,Classico,DOCG,Marche,86,,86,,na,Bianco fermo,10-14,Verdicchio 100%,13.5,5k,Branzino al sale,12 mesi in acciaio,"Dorato luminoso. Accattivante e generoso, esordisce con camomilla, frutta disidratata e mela cotogna, insieme a delicate sensazioni iodate.  A ruota seguono idrocarburi, mandorla tostata e folate di anice. l'espressione gustativa è incentrata su una armonizzante dotazione calorica e una serrata sapidità. Ha un perfetto equilibrio e una lunga persistenza ammandorlata. Matura in acciaio per 12 mesi. ",,na,na,na,na,na,Italia,2,,,
