Categoria-1,Ref,OLDRS,RS,RAWQP,QP,MediaGrezza,Menzioni,Anno,Nome,Classificazione,Denominazione,Produttore,Regione,Valutazione,Prezzo,Composizione,PunteggioMedio,ValutazioneAIS,AIS,ValutazioneGR,GR,Tipologia,Alcol,Bottiglie,Abbinamento,Affinamento,Descrizione,Note,Nazione,Entry,Millesimo,Tecnica,Zucchero
,0001617,,,,,,Superiore,2016,Romagna Sangiovese Superiore Ca Storta,DOC,Romagna Sangiovese,Maria Galassi,Romagna,2,5-9,Sangiovese 100%,84,,84,,na,Rosso fermo,13,10k,Orecchiette cime di rapa e pecorino,4 mesi in acciaio,"R£sso rubino tendente al granato.  Si impongono profumi di prugna  in confettura e ciliegia macerata, accompagnati da leggeri sentori minerali di ardesia. Struttura di media consistenza, con tannini vibranti e una insospettabile acidità che rende agevole la beva. Chiude su sensazioni vagamente agrumate. Sosta per 4 mesi in acciaio e affina brevemente in bottiglia ",,Italia,2,,,
,0001617,,,,,,Superiore,2018,Romagna Sangiovese Superiore Ca Storta,DOC,Romagna Sangiovese,Maria Galassi,Romagna,4,5-9,Sangiovese 100%,89,,89,,na,Rosso fermo,13.5,7k,Rollè di coniglio al melograno,4 mesi in acciaio,"Rosso rubino giovane e vivace. Profilo olfattivo finemente tratteggiato, con  un fresco bouquet floreale che ne marca l'ingresso, seguito da ciliegia, melograno e cenni di tabacco e liquirizia Il sorso è caratterizzato da una spalla fresco-sapida e da un tannino giovane, che ne rendono scorrevole la beva, amplificando la persistenza fruttata. Vinificazione in acciaio per 4 mesi ",,Italia,2,,,
,0001617,,,,,,Superiore,2019,Romagna Sangiovese Superiore Ca Storta,DOC,Romagna Sangiovese,Maria Galassi,Romagna,2,5-9,Sangiovese 100%,84,,84,,na,Rosso fermo,13.5,7k,,6 mesi in acciaio,,,Italia,2,,,
,0001617-1,1.23,11,1.56,27,2.7,Superiore,,Romagna Sangiovese Superiore Ca Storta,DOC,Romagna Sangiovese,Maria Galassi,Romagna,2★-4★,5-9,Sangiovese 100%,na,,na,,na,Rosso fermo,13.5,7k-10k,Orecchiette cime di rapa e pecorino – Rollè di coniglio al melograno,4-6 mesi in acciaio,,,Italia,1,,,
,0001618,,,,,,Superiore,2015,Romagna Sangiovese Superiore E Be Di Smembar,DOC,Romagna Sangiovese,Maria Galassi,Romagna,3,5-9,Sangiovese 100%,85,,85,,na,Rosso fermo,13.5,10k,Tagliatelle al sugo di carne,8 mesi in acciaio,"Rosso rubino. Impronta olfattiva di ciliegie e prugne, more e ribes nero,  poi fiori di geranio e viole con cenni minerali. Il profilo gustativo è all'insegna della freschezza, che fa risaltare il frutto e pone in evidenza un tannino vivace e ben disegnato. Il finale è di media persistenza, e porta un accenno gradevolmente amaricante. In acciaio per 8 mesi, con sosta di 3 mesi sui lieviti e un semestre in bottiglia ",,Italia,2,,,
,0001618,,,,,,Superiore,2016,Romagna Sangiovese Superiore E Be Di Smembar,DOC,Romagna Sangiovese,Maria Galassi,Romagna,3,5-9,Sangiovese 100%,85,,85,,na,Rosso fermo,13.5,7k,Bocconcini fritti di coniglio,8 mesi in acciaio,"Rosso rubino vivace che vira al granato. Riconoscimenti classici di piccoli frutti a bacca rossa con rimandi floreali di viola e refoli balsamici. Gustoso e agile, ha  nel suo tannino vigoroso e giovanile il proprio punto di forza. Solo acciaio, dove riposa per 8 mesi, di cui 3 sulle fecce  fini. Seguono 6 mesi di affinamento in bottiglia. ",,Italia,2,,,
,0001618,,,,,,Superiore,2017,Romagna Sangiovese Superiore E Be Di Smembar,DOC,Romagna Sangiovese,Maria Galassi,Romagna,2,5-9,Sangiovese 100%,84,,84,,na,Rosso fermo,13.5,5k,,8 mesi in acciaio,,,Italia,2,,,
,0001618-1,0.79,7,1.00,18,2.7,Superiore,,Romagna Sangiovese Superiore E Be Di Smembar,DOC,Romagna Sangiovese,Maria Galassi,Romagna,2★-3★,5-9,Sangiovese 100%,na,,na,,na,Rosso fermo,13.5,5k-10k,Tagliatelle al sugo di carne – Bocconcini fritti di coniglio,8 mesi in acciaio,,,Italia,1,,,
,0001619,,,,,,Superiore,2014,Romagna Sangiovese Superiore Nato Re,DOC,Romagna Sangiovese,Maria Galassi,Romagna,2,10-14,Sangiovese 100%,84,,84,,na,Rosso fermo,13.5,7k,,12 mesi in botte,,,Italia,2,,,
,0001619,,,,,,Superiore,2015,Romagna Sangiovese Superiore Nato Re,DOC,Romagna Sangiovese,Maria Galassi,Romagna,3,10-14,Sangiovese 100%,86,,86,,na,Rosso fermo,13.5,7k,Trippa alla contadina,12 mesi in botte,"Rosso rubino vivace. Un bel bouquet olfattivo palesa nitidi ricordi di viole  e frutti rossi, in alternanza con cenni speziati su uno sfondo di eucalipto. Sorso di buona struttura, sorretto da vivace freschezza, sapido e con un tannino percettibile. Finale minerale. Maturazione in acciaio e legno per un anno e poi un altro anno di affinamento in bottiglia. ",,Italia,2,,,
,0001619-1,0.45,4,0.34,6,2.5,Superiore,,Romagna Sangiovese Superiore Nato Re,DOC,Romagna Sangiovese,Maria Galassi,Romagna,2★-3★,10-14,Sangiovese 100%,na,,na,,na,Rosso fermo,13.5,5k-10k,Trippa alla contadina,12 mesi in botte,,,Italia,1,,,
,0001620,,,,,,Superiore,2014,Romagna Sangiovese Superiore Paternus,DOC,Romagna Sangiovese,Maria Galassi,Romagna,3,5-9,Sangiovese 100%,86,,86,,na,Rosso fermo,13,5k,Grigliata di sardoncini,8 mesi in acciaio,"l Rosso rubino di buona trasparenza. Particolarmente nitido all’olfatto, con profumi di susina rossa, ciliegia e viola mammola, piacevolmente fuse in una nota speziata di pepe rosa. Sorso di struttura, con tannini integrati e una calibrata componente alcolica. Finale fresco e fruttato. Matura in acciaio per 8 mesi e sosta per 12 in bottiglia ",,Italia,2,,,
,0001620,,,,,,Superiore,2015,Romagna Sangiovese Superiore Paternus,DOC,Romagna Sangiovese,Maria Galassi,Romagna,3,10-14,Sangiovese 100%,86,,86,,na,Rosso fermo,13.5,5k,Tasca di vitello con funghi e fontina,8 mesi in acciaio,"Rubino con riflessi purpurei. L'ossigenazione svela un quadro aromatico inizialmente timido e austero che poi, aprendosi, declina aspetti floreali di rose rosse in piena fioritura e profumi di susine. In bocca si espande con disinvoltura, esibendo il suo profilo snello, fresco e con tannini ben integrati Il finale è sospinto da una sensazione calorica avvolgente ed energica. Matura in acciaio per 8 mesi e affina un anno in bottiglia. ",,Italia,2,,,
,0001620-1,0.68,6,0.50,9,3.0,Superiore,,Romagna Sangiovese Superiore Paternus,DOC,Romagna Sangiovese,Maria Galassi,Romagna,3★,10-14,Sangiovese 100%,na,,na,,na,Rosso fermo,13.5,5k,Grigliata di sardoncini – Tasca di vitello con funghi e fontina,8 mesi in acciaio,,,Italia,1,,,
,0001621,,,,,,Superiore,2014,Romagna Sangiovese Superiore Smembar,DOC,Romagna Sangiovese,Maria Galassi,Romagna,1,5-9,Sangiovese 100%,79,,79,,na,Rosso fermo,13,10k,,-,,,Italia,2,,,
,0001621-1,0.00,0,0.00,0,1.0,nd,,Romagna Sangiovese Superiore Smembar,DOC,Romagna Sangiovese,Maria Galassi,Romagna,1★,5-9,Sangiovese 100%,na,,na,,na,Rosso fermo,13,10k,,-,,,Italia,1,,,
,0001616,,,,,,Superiore,2016,Romagna Sangiovese Superiore Smembar Senza Solfiti,DOC,Romagna Sangiovese,Maria Galassi,Romagna,2,10-14,Sangiovese 100%,84,,84,,na,Rosso fermo,13,10k,,6 mesi in acciaio,,,Italia,2,,,
,0001616,,,,,,Superiore,2017,Romagna Sangiovese Superiore Smembar Senza Solfiti,DOC,Romagna Sangiovese,Maria Galassi,Romagna,3,5-9,Sangiovese 100%,85,,85,,na,Rosso fermo,14,7k,Cannelloni ripieni e besciamella,6 mesi in acciaio,"| R£sso rubino fitto. Si apre timidamente al naso, rivelando poi chiari sentori di ciliegie, prugne e di corteccia. Al palato si mostra giovane, dotato di freschezza, dal tannino vivo, in un insieme di grande struttura già pienamente godibile. Finale persistente con ritorni di liquirizia. Fermenta e matura 6 mesi in acciaio ",,Italia,2,,,
,0001616,,,,,,Superiore,2019,Romagna Sangiovese Superiore Smembar Senza Solfiti,DOC,Romagna Sangiovese,Maria Galassi,Romagna,3,10-14,Sangiovese 100%,86,,86,,na,Rosso fermo,13,7k,,6 mesi in acciaio,,,Italia,2,,,
,0001616-1,0.79,7,0.59,10,2.7,Superiore,,Romagna Sangiovese Superiore Smembar Senza Solfiti,DOC,Romagna Sangiovese,Maria Galassi,Romagna,2★-3★,10-14,Sangiovese 100%,na,,na,,na,Rosso fermo,13,7k-10k,Cannelloni ripieni e besciamella,6 mesi in acciaio,,,Italia,1,,,
,0001646,,,,,,Superiore,2014,Romagna Sangiovese Superiore Petali Di Viola,DOC,Romagna Sangiovese,Merlotta,Romagna,2,5-9,Sangiovese 100%,84,,84,,na,Rosso fermo,8,15k,,2 mesi in acciaio + 7 mesi in tonneau,,,Italia,2,,,
,0001646,,,,,,Superiore,2015,Romagna Sangiovese Superiore Petali Di Viola,DOC,Romagna Sangiovese,Merlotta,Romagna,3,5-9,Sangiovese 100%,85,,85,,na,Rosso fermo,13.5,15k,Carpaccio di manzo con rucola e grana,2 mesi in acciaio + 7 mesi in tonneau,"Rosso rubino. Percezioni aromatiche di bucciad'arancia, poi lamponi e mirtilli. Seguono unascia vegetale e balsamica e cenni speziatiMorbida e fruttata la sensazione gustativa, conleggeri tannini e tratti minerali. Finale sapido eamaricante. Fermentato in acciaio, sosta per 7mesi in rovere e per 5 in bottiglia.",,Italia,2,,,
,0001646,,,,,,Superiore,2016,Romagna Sangiovese Superiore Petali Di Viola,DOC,Romagna Sangiovese,Merlotta,Romagna,3,5-9,Sangiovese 100%,85,,85,,na,Rosso fermo,13.5,20k,Rigatorni ai fegatini,2 mesi in acciaio + 5 mesi in tonneau,"Rosso rubino di buona concentrazione.All'olfatto dominano cenni floreali di viola,come ben suggerisce il nome del vino;seguono riconoscimenti di frutti rossi, ciliegie,more di gelso, susine, su una trama di sottilespeziatura. Il palato è scandito da tannini finie da una freschezza ben articolata. Lungoepilogo. Matura in tonneau di rovere di Allier suipropri lieviti e poi per 5 mesi affina in bottiglia.",,Italia,2,,,
,0001646,,,,,,Superiore,2018,Romagna Sangiovese Superiore Petali Di Viola,DOC,Romagna Sangiovese,Merlotta,Romagna,2,5-9,Sangiovese 100%,84,,84,,na,Rosso fermo,13.5,25k,,2 mesi in acciaio + 5 mesi in tonneau,,,Italia,2,,,
,0001646,,,,,,Superiore,2019,Romagna Sangiovese Superiore Petali Di Viola,DOC,Romagna Sangiovese,Merlotta,Romagna,3,5-9,Sangiovese 100%,85,,85,,na,Rosso fermo,13.5,25k,Arrosticini di castrato,2 mesi in acciaio + 5 mesi in tonneau,"Rubino fitto e vivace. Al naso intensi e finisentori di ciliegie e fragoline di bosco sialternano a peonia e violetta, seguiti da soffibalsamici e di liquirizia. In bocca è compostoed equilibrato, con tannini scalpitanti, rafforzatida buona freschezza. ll finale sfuma su echifruttati. Matura in acciaio 2 mesi e poi intonneau per 5",,Italia,2,,,
,0001646,,,,,,Superiore,2020,Romagna Sangiovese Superiore Petali Di Viola,DOC,Romagna Sangiovese,Merlotta,Romagna,3,5-9,Sangiovese 100%,86,,86,,na,Rosso fermo,13.5,25k,,2 mesi in acciaio + 5 mesi in tonneau,,,Italia,2,,,
,0001646-1,1.59,14,2.01,35,2.7,Superiore,,Romagna Sangiovese Superiore Petali Di Viola,DOC,Romagna Sangiovese,Merlotta,Romagna,2★-3★,5-9,Sangiovese 100%,na,,na,,na,Rosso fermo,13.5,15k-25k,Carpaccio di manzo con rucola e grana – Rigatorni ai fegatini – Arrosticini di castrato,2 mesi in acciaio + 5-7 mesi in tonneau,,,Italia,1,,,
,0001647,,,,,,Superiore – Riserva,2013,Romagna Sangiovese Superiore Riserva Fondatori PG,DOC,Romagna Sangiovese,Merlotta,Romagna,3,10-14,Sangiovese 100%,85,,85,,na,Rosso fermo,14,5k,Spalla di capriolo al ginepro,12 mesi in barrique,"Rosso rubino. Quadro olfattivo dai contorniprecisi, minuto ma impreziosito da fruttarossa sotto spirito, un mix di spezie dolci e unsoffio di tabacco da pipa. L'assaggio è grintosoe dinamico, con trama tannica calibrata efrutto succoso. Bel finale fresco e di buonapersistenza. Matura per 12 mesi in barrique,affina per altri 8 in bottiglia.",,Italia,2,,,
,0001647,,,,,,Superiore – Riserva,2014,Romagna Sangiovese Superiore Riserva Fondatori PG,DOC,Romagna Sangiovese,Merlotta,Romagna,2,10-14,Sangiovese 100%,84,,84,,na,Rosso fermo,14,5k,,12 mesi in tonneau,,,Italia,2,,,
,0001647,,,,,,Superiore – Riserva,2015,Romagna Sangiovese Superiore Riserva Fondatori PG,DOC,Romagna Sangiovese,Merlotta,Romagna,3,15-19,Sangiovese 100%,86,,86,,na,Rosso fermo,14.5,7k,Cinghiale in salmì,12 mesi in tonneau,"Rosso rubino vivo. Incipit di frutti neri, conaccenni di vaniglia, china, e scia conclusiva ditabacco dolce. Ha struttura robusta; fresco, contannini ben integrati. Finale di bocca morbidoe saporito. Sosta un anno in legni di mediacapacità e poi affina altrettanto in bottiglia",,Italia,2,,,
,0001647,,,,,,Superiore – Riserva,2016,Romagna Sangiovese Superiore Riserva Fondatori PG,DOC,Romagna Sangiovese,Merlotta,Romagna,3,15-19,Sangiovese 100%,86,,86,,na,Rosso fermo,14,7k,Costine alla brace,12 mesi in tonneau,"Rosso rubino. Un tocco tostato e fumé fa dasottofondo a gradevoli profumi di confetturadi ciliegie e prugne sotto spirito, con finaledi cioccolato. L'assaggio ricco di strutturadimostra equilibrio, attraversato da tanniniintegrati e giusta freschezza; lungo epilogocoerente. Matura in tonneau per 12 mesi,",,Italia,2,,,
,0001647-1,1.13,10,0.59,10,2.8,Superiore – Riserva,,Romagna Sangiovese Superiore Riserva Fondatori PG,DOC,Romagna Sangiovese,Merlotta,Romagna,2★-3★,15-19,Sangiovese 100%,na,,na,,na,Rosso fermo,14,5k-7k,Spalla di capriolo al ginepro – Cinghiale in salmì – Costine alla brace,12 mesi in barrique o tonneau,,,Italia,1,,,
,0001651,,,,,,nd,2015,Romagna Sangiovese,DOC,Romagna Sangiovese,Montaia,Romagna,2,5-9,Sangiovese 100%,84,,84,,na,Rosso fermo,12.5,15k,,-,,,Italia,2,,,
,0001651-1,0.12,1,0.15,3,2.0,nd,,Romagna Sangiovese,DOC,Romagna Sangiovese,Montaia,Romagna,2★,5-9,Sangiovese 100%,na,,na,,na,Rosso fermo,12.5,15k,,-,,,Italia,1,,,
,0001652,,,,,,Superiore,2015,Romagna Sangiovese Superiore,DOC,Romagna Sangiovese,Montaia,Romagna,2,10-14,Sangiovese 100%,84,,84,,na,Rosso fermo,14,-,,-,,,Italia,2,,,
,0001652-1,0.12,1,0.09,1,2.0,Superiore,,Romagna Sangiovese Superiore,DOC,Romagna Sangiovese,Montaia,Romagna,2★,10-14,Sangiovese 100%,na,,na,,na,Rosso fermo,14,-,,-,,,Italia,1,,,
,0001650,,,,,,Superiore – Riserva,2013,Romagna Sangiovese Superiore Riserva,DOC,Romagna Sangiovese,Montaia,Romagna,3,15-19,Sangiovese 100%,86,,86,,na,Rosso fermo,14,3k,Fiorentina alla brace,20 mesi in botte,"Rosso rubino intenso. Complessa improntaolfattiva, con ricordi di fiori di viola e prugne,liquirizia e inchiostro. Vino fatto di calore emorbidezza, con tannini copiosi e amalgamatie un apporto di acidità sufficiente. Le notetostate e vanigliate caratterizzano il finale,che resta comunque armonico. Certo deveassorbire il rovere, cosa che richiederà un po' ditempo. Riposa per 20 mesi in legni di rovere eaffina per 6 in bottiglia",,Italia,2,,,
,0001650-1,0.34,3,0.18,3,3.0,Superiore – Riserva,,Romagna Sangiovese Superiore Riserva,DOC,Romagna Sangiovese,Montaia,Romagna,3★,15-19,Sangiovese 100%,na,,na,,na,Rosso fermo,14,10k,Fiorentina alla brace,20 mesi in botte,,,Italia,1,,,
,0001649,,,,,,Superiore – Riserva,2013,Romagna Sangiovese Superiore Riserva Sangio Oro,DOC,Romagna Sangiovese,Montaia,Romagna,3,10-14,Sangiovese 100%,86,,86,,na,Rosso fermo,14,10k,Spezzatino coi piselli,15 mesi in botte,"Rubino tendente al granato, fitto e consistente.Al naso unisce nitidi sentori speziati di cannellae chiodi di garofano a note più giovanili efruttate di ciliegia. È certamente un vino distruttura, che evidenzia un frutto maturo epolposo e un corretto apporto di freschezzaacida a sostegno. Tannini ancora in fase dicompleta integrazione e che lasciano il finalepiuttosto asciutto e dal tono amaricante. Sosta15 mesi in rovere e affina per altri 6 in bottiglia.",,Italia,2,,,
,0001649-1,0.34,3,0.25,4,3.0,Superiore – Riserva,,Romagna Sangiovese Superiore Riserva Sangio Oro,DOC,Romagna Sangiovese,Montaia,Romagna,3★,10-14,Sangiovese 100%,na,,na,,na,Rosso fermo,14,10k,Spezzatino coi piselli,15 mesi in botte,,,Italia,1,,,
,0001648,,,,,,Superiore,2014,Romagna Sangiovese Superiore Sangio Selezione Oro,DOC,Romagna Sangiovese,Montaia,Romagna,1,5-9,Sangiovese 100%,79,,79,,na,Rosso fermo,13.5,15k,,4 mesi in acciaio + 12 mesi in botte,,,Italia,2,,,
,0001648,,,,,,Superiore,2018,Romagna Sangiovese Superiore Sangio Selezione Oro,DOC,Romagna Sangiovese,Montaia,Romagna,2,5-9,Sangiovese 100%,84,,84,,na,Rosso fermo,14,25k,,4 mesi in acciaio + 12 mesi in botte,,,Italia,2,,,
,0001648-1,0.12,1,0.15,3,1.5,Superiore,,Romagna Sangiovese Superiore Sangio Selezione Oro,DOC,Romagna Sangiovese,Montaia,Romagna,1★-2★,5-9,Sangiovese 100%,na,,na,,na,Rosso fermo,14,15k-25k,,4 mesi in acciaio + 12 mesi in botte,,,Italia,1,,,
,0001592,,,,,,Superiore – Riserva,2015,Romagna Sangiovese Superiore Riserva Frutti Rossi,DOC,Romagna Sangiovese,Monticino Rosso,Romagna,4,10-14,Sangiovese 100%,89,,89,,na,Rosso fermo,14,7k,Filetto di manzo con riduzione di frutti,24 mesi in barrique,"Rosso rubino intenso. Profumi di ciliegia e di piccoli frutti, mora e ribes nero,  si intrecciano a sfumature floreali e  di eucalipto. Al palato ha una buona struttura, sorretto da un tannino vivace e integrato e da una verve fresca che lo porta a una chiusura persistente. Per 24 mesi in barrique ",,Italia,2,,,
,0001592,,,,,,Superiore – Riserva,2016,Romagna Sangiovese Superiore Riserva Frutti Rossi,DOC,Romagna Sangiovese,Monticino Rosso,Romagna,3,10-14,Sangiovese 100%,86,,86,,na,Rosso fermo,14,7k,,24 mesi in barrique,,,Italia,2,,,
,0001592,,,,,,Superiore – Riserva,2017,Romagna Sangiovese Superiore Riserva Frutti Rossi,DOC,Romagna Sangiovese,Monticino Rosso,Romagna,3,10-14,Sangiovese 100%,86,,86,,na,Rosso fermo,14.5,7k,,24 mesi in barrique,,,Italia,2,,,
,0001592-1,1.68,15,1.24,22,3.3,Superiore – Riserva,,Romagna Sangiovese Superiore Riserva Frutti Rossi,DOC,Romagna Sangiovese,Monticino Rosso,Romagna,3★-4★,10-14,Sangiovese 100%,na,,na,,na,Rosso fermo,14.5,7k,Filetto di manzo con riduzione di frutti,24 mesi in barrique,,,Italia,1,,,
,0001594,,,,,,Superiore – Riserva,2012,Romagna Sangiovese Superiore Riserva Le Morine,DOC,Romagna Sangiovese,Monticino Rosso,Romagna,3,10-14,Sangiovese 100%,85,,85,,na,Rosso fermo,14.5,6k,Filetto di maiale lardellato con uva sultanina,6 mesi in acciaio,"Rubino intenso. Lo spettro olfattivo è caratterizzato da marcati sentori fruttati di susine rosse, ciliegie sotto spirito e frutti neri di sottobosco. Vino elegante e polposo in cui la spiccata nota calorica che avvolge il palato ben si sposa con un tannino audace e un'acidità nervosa Finale lungo con ritorni fruttati. Per 12 mesi in barrique. ",,Italia,2,,,
,0001594,,,,,,Superiore – Riserva,2014,Romagna Sangiovese Superiore Riserva Le Morine,DOC,Romagna Sangiovese,Monticino Rosso,Romagna,3,15-19,Sangiovese 100%,85,,85,,na,Rosso fermo,14.5,6k,,6 mesi in acciaio,,,Italia,2,,,
,0001594,,,,,,Superiore – Riserva,2015,Romagna Sangiovese Superiore Riserva Le Morine,DOC,Romagna Sangiovese,Monticino Rosso,Romagna,2,15-19,Sangiovese 100%,84,,84,,na,Rosso fermo,14.5,6k,,6 mesi in acciaio,,,Italia,2,,,
,0001594-1,0.79,7,0.41,7,2.7,Superiore – Riserva,,Romagna Sangiovese Superiore Riserva Le Morine,DOC,Romagna Sangiovese,Monticino Rosso,Romagna,2★-3★,15-19,Sangiovese 100%,na,,na,,na,Rosso fermo,14.5,6k,Filetto di maiale lardellato con uva sultanina,6 mesi in acciaio,,,Italia,1,,,
,0001591,,,,,,Superiore,2015,Romagna Sangiovese Superiore S,DOC,Romagna Sangiovese,Monticino Rosso,Romagna,1,5-9,Sangiovese 100%,79,,79,,na,Rosso fermo,13.5,30k,,6 mesi in acciaio,,,Italia,2,,,
,0001591,,,,,,Superiore,2016,Romagna Sangiovese Superiore S,DOC,Romagna Sangiovese,Monticino Rosso,Romagna,3,5-9,Sangiovese 100%,86,,86,,na,Rosso fermo,13.5,30k,,6 mesi in acciaio,,,Italia,2,,,
,0001591,,,,,,Superiore,2017,Romagna Sangiovese Superiore S,DOC,Romagna Sangiovese,Monticino Rosso,Romagna,3,5-9,Sangiovese 100%,86,,86,,na,Rosso fermo,13.5,30k,Lasagne alla bolognese,6 mesi in acciaio,"Rosso porpora fitto e intenso. Olfatto caratterizzato da amarene e frutti  rossi di sottobosco, con una leggera speziatura. In bocca si propone con tannini ancora vivaci e una freschezza acida che allunga il sorso. Epilogo leggermente vanigliato. Un rosso convincente, di permanenza media e gradevolmente saporito. Solo acciaio e breve affinamento in bottiglia ",,Italia,2,,,
,0001591,,,,,,Superiore,2018,Romagna Sangiovese Superiore S,DOC,Romagna Sangiovese,Monticino Rosso,Romagna,3,5-9,Sangiovese 100%,85,,85,,na,Rosso fermo,13.5,30k,,6 mesi in acciaio,,,Italia,2,,,
,0001591,,,,,,Superiore,2020,Romagna Sangiovese Superiore S,DOC,Romagna Sangiovese,Monticino Rosso,Romagna,3,5-9,Sangiovese 100%,86,,86,,na,Rosso fermo,13.5,30k,,6 mesi in acciaio,,,Italia,2,,,
,0001591-1,1.36,12,1.72,30,2.6,Superiore,,Romagna Sangiovese Superiore S,DOC,Romagna Sangiovese,Monticino Rosso,Romagna,3★,5-9,Sangiovese 100%,na,,na,,na,Rosso fermo,13.5,30k,Lasagne alla bolognese,6 mesi in acciaio,,,Italia,1,,,
,0001593,,,,,,Superiore,2015,Romagna Sangiovese Superiore S Zero Solfiti,DOC,Romagna Sangiovese,Monticino Rosso,Romagna,2,5-9,Sangiovese 100%,84,,84,,na,Rosso fermo,14,6k,,6 mesi in acciaio,,,Italia,2,,,
,0001593,,,,,,Superiore,2016,Romagna Sangiovese Superiore S Zero Solfiti,DOC,Romagna Sangiovese,Monticino Rosso,Romagna,3,5-9,Sangiovese 100%,85,,85,,na,Rosso fermo,14,6k,,6 mesi in acciaio,,,Italia,2,,,
,0001593,,,,,,Superiore,2017,Romagna Sangiovese Superiore S Zero Solfiti,DOC,Romagna Sangiovese,Monticino Rosso,Romagna,2,5-9,Sangiovese 100%,84,,84,,na,Rosso fermo,14,6k,,6 mesi in acciaio,,,Italia,2,,,
,0001593,,,,,,Superiore,2018,Romagna Sangiovese Superiore S Zero Solfiti,DOC,Romagna Sangiovese,Monticino Rosso,Romagna,2,5-9,Sangiovese 100%,84,,84,,na,Rosso fermo,14,6k,,6 mesi in acciaio,,,Italia,2,,,
,0001593-1,0.69,6,0.87,15,2.3,Superiore,,Romagna Sangiovese Superiore S Zero Solfiti,DOC,Romagna Sangiovese,Monticino Rosso,Romagna,2★-3★,5-9,Sangiovese 100%,na,,na,,na,Rosso fermo,14,6k,,6 mesi in acciaio,,,Italia,1,,,
,0001653,,,,,,Oriolo,2018,Romagna Sangiovese Oriolo Morale,DOC,Romagna Sangiovese,Morini Società Agricola,Romagna,2,5-9,Sangiovese 100%,84,,84,,na,Rosso fermo,13,30k,,10 mesi in acciaio,,,Italia,2,,,
,0001653,,,,,,Oriolo,2019,Romagna Sangiovese Oriolo Morale,DOC,Romagna Sangiovese,Morini Società Agricola,Romagna,3,5-9,Sangiovese 100%,85,,85,,na,Rosso fermo,13.5,30k,,10 mesi in acciaio,,,Italia,2,,,
,0001653-1,0.45,4,0.58,10,2.5,Oriolo,,Romagna Sangiovese Oriolo Morale,DOC,Romagna Sangiovese,Morini Società Agricola,Romagna,2★-3★,5-9,Sangiovese 100%,na,,na,,na,Rosso fermo,13.5,30k,,10 mesi in acciaio,,,Italia,1,,,
,0001654,,,,,,Oriolo – Riserva,2012,Romagna Sangiovese Oriolo Riserva Nonno Rico,DOC,Romagna Sangiovese,Morini Società Agricola,Romagna,5,15-19,Sangiovese 100%,91,,91,,na,Rosso fermo,14.5,5k,Arrosticini su rosti di patate,12 mesi in tonneau,"Luminosa livrea di smagliante tonalità granato.Profuma di ciliegia sotto spirito, confettura diprugna, rabarbaro, bacche di ginepro, chiodi digarofano, noce moscata, cuoio e fiori di lavandaessiccati. Palato di estrema finezza, con unprimo impatto che mette in luce l'equilibriodelle componenti. La sontuosa dotazionecalorica si lascia sedurre da una trama tannicasapientemente tornita. Chiusura su una sciaspeziata. Vinificato in legno, matura per 12mesi in tonneau e affina per lo stesso tempo inbottiglia.",,Italia,2,,,
,0001654,,,,,,Oriolo – Riserva,2013,Romagna Sangiovese Oriolo Riserva Nonno Rico,DOC,Romagna Sangiovese,Morini Società Agricola,Romagna,3,15-19,Sangiovese 100%,86,,86,,na,Rosso fermo,14.5,4k,Spezzatino di cinghiale al vino,12 mesi in tonneau,"Rubino intenso. Il bouquet aromatico spaziada cenni di bacche di ginepro a mentolo,tabacco, vaniglia e inchiostro. l'assaggioè corposo e bilanciato, valorizzato datannini già ottimamente integrati in unamorbida e succosa struttura, che si avvaledi un'apprezzabile freschezza. Lungo finalespeziato con rimandi di tabacco e una alcolicitàche, seppur notevole, non risulta affattoinvadente. Fermentazione in tonneau. Quimatura per 12 mesi prima di affinare in bottigliaper altri 14.",,Italia,2,,,
,0001654,,,,,,Oriolo – Riserva,2016,Romagna Sangiovese Oriolo Riserva Nonno Rico,DOC,Romagna Sangiovese,Morini Società Agricola,Romagna,3,15-19,Sangiovese 100%,86,,86,,na,Rosso fermo,14.5,4k,Petto d'oca alle prugne,13 mesi in tonneau,"Rosso rubino impenetrabile. Quadro olfattivoelegante, che mette in risalto profumi diamarene e pot-pourri di fiori rossi, impreziositida nuance speziate e mentolate. All'assaggio sidimostra un vino di spessore, con un corredodi tannini distinti e di carattere, bilanciato da unapprezzabile equilibrio fresco-sapido; chiusuralunga e fruttata. Fermenta in tonneau, dovepoi matura per 13 mesi; affina per 14 mesi inbottiglia.",,Italia,2,,,
,0001654-1,3.66,32,1.91,33,3.7,Oriolo – Riserva,,Romagna Sangiovese Oriolo Riserva Nonno Rico,DOC,Romagna Sangiovese,Morini Società Agricola,Romagna,3★-5★,15-19,Sangiovese 100%,na,,na,,na,Rosso fermo,14.5,4k-5k,Arrosticini su rosti di patate – Spezzatino di cinghiale al vino – Petto d'oca alle prugne,12-13 mesi in tonneau,,,Italia,1,,,
,0001655,,,,,,Superiore,2015,Romagna Sangiovese Superiore Morale,DOC,Romagna Sangiovese,Morini Società Agricola,Romagna,1,5-9,Sangiovese 100%,79,,79,,na,Rosso fermo,12.5,40k,,-,,,Italia,2,,,
